"Accepted_name_species","Native_status","Island","Presence_Absence"
"Pittosporum_gayanum","native","Ni",0
"Pittosporum_glabrum","native","Ni",0
"Pittosporum_halophylum","native","Ni",0
"Pittosporum_hawaiiense","native","Ni",0
"Pittosporum_hosmeri","native","Ni",0
"Pittosporum_kauaiense","native","Ni",0
"Pittosporum_napaliense","native","Ni",0
"Pittosporum_pentandrum","exotic","Ni",0
"Pittosporum_terminalioides","native","Ni",0
"Pittosporum_undulatum","exotic","Ni",0
"Pittosporum_viridiflorum","exotic","Ni",0
"Planchonella_sandwicensis","native","Ni",0
"Plantago_princeps","native","Ni",0
"Platydesma_cornuta","native","Ni",0
"Platydesma_remyi","native","Ni",0
"Platydesma_rostrata","native","Ni",0
"Platydesma_spathulatum","native","Ni",0
"Pluchea_carolinensis","exotic","Ni",1
"Pluchea_indica","exotic","Ni",1
"Plumbago_auriculata","exotic","Ni",0
"Plumbago_zeylanica","native","Ni",1
"Podranea_ricasoliana","exotic","Ni",0
"Polygala_lancifolia","exotic","Ni",0
"Polyscias_bisattenuata","native","Ni",0
"Polyscias_flynnii","native","Ni",0
"Polyscias_gymnocarpa","native","Ni",0
"Polyscias_hawaiensis","native","Ni",0
"Polyscias_kavaiensis","native","Ni",0
"Polyscias_lydgatei","native","Ni",0
"Polyscias_oahuensis","native","Ni",0
"Polyscias_racemosa","native","Ni",0
"Polyscias_sandwicensis","native","Ni",1
"Polyscias_waialealae","native","Ni",0
"Polyscias_waimeae","native","Ni",0
"Pritchardia_arecina","native","Ni",0
"Pritchardia_bakeri","native","Ni",0
"Pritchardia_beccariana","native","Ni",0
"Pritchardia_flynnii","native","Ni",0
"Pritchardia_forbesiana","native","Ni",0
"Pritchardia_glabrata","native","Ni",0
"Pritchardia_gordonii","native","Ni",0
"Pritchardia_hardyi","native","Ni",0
"Pritchardia_hillebrandii","native","Ni",0
"Pritchardia_kaalae","native","Ni",0
"Pritchardia_lanigera","native","Ni",0
"Pritchardia_lowreyana","native","Ni",0
"Pritchardia_maideniana","native","Ni",0
"Pritchardia_martii","native","Ni",0
"Pritchardia_minor","native","Ni",0
"Pritchardia_munroi","native","Ni",0
"Pritchardia_napaliensis","native","Ni",0
"Pritchardia_perlmanii","native","Ni",0
"Pritchardia_remota","native","Ni",1
"Pritchardia_schattaueri","native","Ni",0
"Pritchardia_viscosa","native","Ni",0
"Pritchardia_waialealeana","native","Ni",0
"Pritchardia_woodii","native","Ni",0
"Prosopis_juliflora","exotic","Ni",0
"Prosopis_pallida","exotic","Ni",0
"Prunus_campanulata","exotic","Ni",0
"Prunus_grisea","exotic","Ni",0
"Prunus_persica","exotic","Ni",0
"Psidium_cattleianum","exotic","Ni",0
"Psidium_guajava","exotic","Ni",0
"Psychotria_fauriei","native","Ni",0
"Psychotria_grandiflora","native","Ni",0
"Psychotria_greenwelliae","native","Ni",0
"Psychotria_hathewayi","native","Ni",0
"Psychotria_hawaiiensis","native","Ni",0
"Psychotria_hexandra","native","Ni",0
"Psychotria_hobdyi","native","Ni",0
"Psychotria_kaduana","native","Ni",0
"Psychotria_mariniana","native","Ni",0
"Psychotria_mauiensis","native","Ni",0
"Psychotria_wawrae","native","Ni",0
"Psydrax_odorata","native","Ni",0
"Pteralyxia_kauaiensis","native","Ni",0
"Pteralyxia_laurifolia","native","Ni",0
"Pterolepis_glomerata","exotic","Ni",0
"Ptychosperma_macarthurii","exotic","Ni",0
"Pyracantha_angustifolia","exotic","Ni",0
"Pyracantha_crenatoserrata","exotic","Ni",0
"Pyracantha_koidzumii","exotic","Ni",0
"Pyrostegia_venusta","exotic","Ni",0
"Quercus_suber","exotic","Ni",0
"Rapanea_fosbergii","native","Ni",0
"Rauvolfia_sandwicensis","native","Ni",1
"Rauvolfia_vomitoria","exotic","Ni",0
"Remya_kauaiensis","native","Ni",0
"Remya_mauiensis","native","Ni",0
"Remya_montgomeryi","native","Ni",0
"Rhizophora_mangle","exotic","Ni",0
"Rhodomyrtus_tomentosa","exotic","Ni",0
"Rhus_sandwicensis","native","Ni",0
"Rhus_taitensis","exotic","Ni",0
"Ricinus_communis","exotic","Ni",1
"Rosa_×damascena","exotic","Ni",0
"Rosa_laevigata","exotic","Ni",0
"Roystonea_regia","exotic","Ni",0
"Rubus_argutus","exotic","Ni",0
"Rubus_ellipticus","exotic","Ni",0
"Rubus_glaucus","exotic","Ni",0
"Rubus_hawaiensis","native","Ni",0
"Rubus_macraei","native","Ni",0
"Rubus_niveus","exotic","Ni",0
"Rubus_praecox","exotic","Ni",0
"Rubus_rosifolius","exotic","Ni",0
"Rubus_sieboldii","exotic","Ni",0
"Rumex_giganteus","native","Ni",0
"Rumex_skottsbergii","native","Ni",0
"Ruta_graveolens","exotic","Ni",0
"Sambucus_canadensis","exotic","Ni",0
"Sanchezia_speciosa","exotic","Ni",0
"Sandoricum_koetjape","exotic","Ni",0
"Santalum_album","exotic","Ni",0
"Santalum_ellipticum","native","Ni",1
"Santalum_freycinetianum","native","Ni",0
"Santalum_haleakalae","native","Ni",0
"Santalum_involutum","native","Ni",0
"Santalum_paniculatum","native","Ni",0
"Santalum_pyrularium","native","Ni",0
"Sapindus_oahuensis","native","Ni",0
"Sapindus_saponaria","native","Ni",0
"Scaevola_chamissoniana","native","Ni",0
"Scaevola_gaudichaudiana","native","Ni",0
"Scaevola_gaudichaudii","native","Ni",0
"Scaevola_glabra","native","Ni",0
"Scaevola_hobdyi","native","Ni",0
"Scaevola_kilaueae","native","Ni",0
"Scaevola_mollis","native","Ni",0
"Scaevola_procera","native","Ni",0
"Scaevola_taccada","native","Ni",1
"Schefflera_actinophylla","exotic","Ni",0
"Schefflera_arboricola","exotic","Ni",0
"Schefflera_heptaphylla","exotic","Ni",0
"Schefflera_insularum","exotic","Ni",0
"Schiedea_adamantis","native","Ni",0
"Schiedea_apokremnos","native","Ni",0
"Schiedea_attenuata","native","Ni",0
"Schiedea_haleakalensis","native","Ni",0
"Schiedea_implexa","native","Ni",0
"Schiedea_kaalae","native","Ni",0
"Schiedea_kauaiensis","native","Ni",0
"Schiedea_kealiae","native","Ni",0
"Schiedea_laui","native","Ni",0
"Schiedea_lydgatei","native","Ni",0
"Schiedea_mannii","native","Ni",0
"Schiedea_nuttallii","native","Ni",0
"Schiedea_salicaria","native","Ni",0
"Schinus_molle","exotic","Ni",0
"Schinus_terebinthifolia","exotic","Ni",0
"Schizostachyum_glaucifolium","exotic","Ni",0
"Selenicereus_macdonaldiae","exotic","Ni",0
"Senna_alata","exotic","Ni",0
"Senna_didymobotrya","exotic","Ni",0
"Senna_gaudichaudii","native","Ni",0
"Senna_multijuga","exotic","Ni",0
"Senna_pendula","exotic","Ni",0
"Senna_septemtrionalis","exotic","Ni",0
"Senna_siamea","exotic","Ni",0
"Senna_spectabilis","exotic","Ni",0
"Senna_surattensis","exotic","Ni",0
"Serissa_japonica","exotic","Ni",0
"Sesbania_sesban","exotic","Ni",0
"Sesbania_tomentosa","native","Ni",1
"Sida_fallax","native","Ni",1
"Sidastrum_micranthum","exotic","Ni",0
"Sidastrum_paniculatum","exotic","Ni",0
"Sida_urens","exotic","Ni",0
"Sideroxylon_persimile","exotic","Ni",0
"Sideroxylon_polynesicum","native","Ni",0
"Silene_hawaiiensis","native","Ni",0
"Silene_struthioloides","native","Ni",0
"Smilax_melastomifolia","native","Ni",0
"Solanum_aviculare","exotic","Ni",0
"Solanum_capsicoides","exotic","Ni",0
"Solanum_incompletum","native","Ni",0
"Solanum_linnaeanum","exotic","Ni",0
"Solanum_mauritianum","exotic","Ni",0
"Solanum_nelsonii","native","Ni",1
"Solanum_pseudocapsicum","exotic","Ni",0
"Solanum_robustum","exotic","Ni",0
"Solanum_sandwicense","native","Ni",0
"Solanum_seaforthianum","exotic","Ni",0
"Solanum_torvum","exotic","Ni",0
"Solanum_viride","exotic","Ni",0
"Sophora_chrysophylla","native","Ni",0
"Sophora_tomentosa","exotic","Ni",0
"Spartium_junceum","exotic","Ni",0
"Spathodea_campanulata","exotic","Ni",0
"Stachytarpheta_cayennensis","exotic","Ni",0
"Stenogyne_rugosa","native","Ni",0
"Stenogyne_viridis","native","Ni",0
"Sterculia_apetala","exotic","Ni",0
"Sterculia_foetida","exotic","Ni",0
"Streblus_sandwicensis","native","Ni",0
"Streptosolen_jamesonii","exotic","Ni",0
"Stylosanthes_scabra","exotic","Ni",0
"Swietenia_macrophylla","exotic","Ni",0
"Syagrus_romanzoffiana","exotic","Ni",0
"Syncarpia_glomulifera","exotic","Ni",0
"Syzygium_cumini","exotic","Ni",0
"Syzygium_grande","exotic","Ni",0
"Syzygium_jambos","exotic","Ni",0
"Syzygium_malaccense","exotic","Ni",0
"Syzygium_sandwicense","native","Ni",0
"Syzygium_syzygioides","exotic","Ni",0
"Tabebuia_aurea","exotic","Ni",0
"Tabebuia_heterophylla","exotic","Ni",0
"Tabebuia_pallida","exotic","Ni",0
"Tabebuia_rosea","exotic","Ni",0
"Tabernaemontana_litoralis","exotic","Ni",0
"Talipariti_tiliaceum","native","Ni",0
"Tamarindus_indica","exotic","Ni",0
"Tarlmounia_elliptica","exotic","Ni",0
"Tecoma_castanifolia","exotic","Ni",0
"Tecoma_stans","exotic","Ni",0
"Tephrosia_candida","exotic","Ni",0
"Terminalia_catappa","exotic","Ni",0
"Terminalia_melanocarpa","exotic","Ni",0
"Terminalia_myriocarpa","exotic","Ni",0
"Tetramolopium_arenarium","native","Ni",0
"Tetramolopium_capillare","native","Ni",0
"Tetramolopium_consanguineum","native","Ni",0
"Tetramolopium_conyzoides","native","Ni",0
"Tetramolopium_filiforme","native","Ni",0
"Tetramolopium_humile","native","Ni",0
"Tetramolopium_lepidotum","native","Ni",0
"Tetramolopium_remyi","native","Ni",0
"Tetramolopium_rockii","native","Ni",0
"Tetramolopium_sylvae","native","Ni",0
"Tetramolopium_tenerrimum","native","Ni",0
"Tetrapanax_papyrifer","exotic","Ni",0
"Tetrastigma_pubinerve","exotic","Ni",0
"Tetrazygia_bicolor","exotic","Ni",0
"Thespesia_populnea","native","Ni",1
"Thunbergia_grandiflora","exotic","Ni",0
"Thunbergia_laurifolia","exotic","Ni",0
"Tibouchina_granulosa","exotic","Ni",0
"Tibouchina_longifolia","exotic","Ni",0
"Tibouchina_urvilleana","exotic","Ni",0
"Toona_ciliata","exotic","Ni",0
"Touchardia_latifolia","native","Ni",0
"Tournefortia_argentea","exotic","Ni",1
"Trema_orientalis","exotic","Ni",0
"Trematolobelia_auriculata","native","Ni",0
"Trematolobelia_grandifolia","native","Ni",0
"Trematolobelia_kaalae","native","Ni",0
"Trematolobelia_kauaiensis","native","Ni",0
"Trematolobelia_macrostachys","native","Ni",0
"Trematolobelia_rockii","native","Ni",0
"Trematolobelia_singularis","native","Ni",0
"Trematolobelia_wimmeri","native","Ni",0
"Trembleya_phlogiformis","exotic","Ni",0
"Triphasia_trifolia","exotic","Ni",0
"Triplaris_weigeltiana","exotic","Ni",0
"Triumfetta_semitriloba","exotic","Ni",0
"Ulex_europaeus","exotic","Ni",0
"Urena_lobata","exotic","Ni",0
"Urera_glabra","native","Ni",0
"Urera_kaalae","native","Ni",0
"Vaccinium_calycinum","native","Ni",0
"Vaccinium_dentatum","native","Ni",0
"Vaccinium_reticulatum","native","Ni",0
"Vernicia_montana","exotic","Ni",0
"Veronica_speciosa","exotic","Ni",0
"Viola_chamissoniana","native","Ni",0
"Viola_helenae","native","Ni",0
"Viola_oahuensis","native","Ni",0
"Viola_wailenalenae","native","Ni",0
"Vitex_parviflora","exotic","Ni",0
"Vitex_trifolia","exotic","Ni",1
"Volkameria_glabra","exotic","Ni",0
"Waltheria_indica","native","Ni",1
"Washingtonia_filifera","exotic","Ni",0
"Washingtonia_robusta","exotic","Ni",0
"Wikstroemia_bicornuta","native","Ni",0
"Wikstroemia_forbesii","native","Ni",0
"Wikstroemia_furcata","native","Ni",0
"Wikstroemia_hanalei","native","Ni",0
"Wikstroemia_monticola","native","Ni",0
"Wikstroemia_oahuensis","native","Ni",0
"Wikstroemia_phillyreifolia","native","Ni",0
"Wikstroemia_pulcherrima","native","Ni",0
"Wikstroemia_sandwicensis","native","Ni",0
"Wikstroemia_skottsbergiana","native","Ni",0
"Wikstroemia_uva-ursi","native","Ni",0
"Wikstroemia_villosa","native","Ni",0
"Wilkesia_gymnoxiphium","native","Ni",0
"Wilkesia_hobdyi","native","Ni",0
"Xylosma_crenata","native","Ni",0
"Xylosma_hawaiensis","native","Ni",0
"Zanthoxylum_dipetalum","native","Ni",0
"Zanthoxylum_hawaiiense","native","Ni",0
"Zanthoxylum_kauaense","native","Ni",0
"Zanthoxylum_oahuense","native","Ni",0
"Abrus_precatorius","exotic","O",0
"Abutilon_auritum","exotic","O",0
"Abutilon_eremitopetalum","native","O",0
"Abutilon_grandifolium","exotic","O",1
"Abutilon_menziesii","native","O",0
"Abutilon_sandwicense","native","O",1
"Acacia_aneura","exotic","O",0
"Acacia_catechu","exotic","O",1
"Acacia_confusa","exotic","O",1
"Acacia_farnesiana","exotic","O",1
"Acacia_koa","native","O",1
"Acacia_koaia","native","O",0
"Acacia_mangium","exotic","O",1
"Acacia_mearnsii","exotic","O",1
"Acacia_melanoxylon","exotic","O",0
"Acacia_parramattensis","exotic","O",1
"Acanthocereus_tetragonus","exotic","O",0
"Achyranthes_mutica","native","O",0
"Achyranthes_splendens","native","O",1
"Adenanthera_pavonina","exotic","O",0
"Ageratina_riparia","exotic","O",1
"Ailanthus_altissima","exotic","O",0
"Albizia_chinensis","exotic","O",1
"Albizia_lebbeck","exotic","O",1
"Albizia_moluccana","exotic","O",1
"Albizia_niopoides","exotic","O",1
"Albizia_saman","exotic","O",1
"Albizia_saponaria","exotic","O",1
"Alectryon_macrococcum","native","O",1
"Aleurites_moluccanus","exotic","O",1
"Alnus_nepalensis","exotic","O",0
"Alphitonia_excelsa","exotic","O",1
"Alphitonia_ponderosa","native","O",1
"Alsinidendron_obovatum","native","O",1
"Alsinidendron_trinerve","native","O",1
"Alsinidendron_viscosum","native","O",0
"Alstonia_macrophylla","exotic","O",1
"Alyxia_stellata","native","O",1
"Angophora_costata","exotic","O",0
"Annona_cherimola","exotic","O",0
"Annona_muricata","exotic","O",0
"Antidesma_platyphyllum","native","O",1
"Antidesma_pulvinatum","native","O",1
"Antigonon_leptopus","exotic","O",1
"Archontophoenix_alexandrae","exotic","O",1
"Ardisia_crenata","exotic","O",1
"Ardisia_elliptica","exotic","O",1
"Arenga_pinnata","exotic","O",1
"Argyroxiphium_caliginis","native","O",0
"Argyroxiphium_grayanum","native","O",0
"Argyroxiphium_kauense","native","O",0
"Argyroxiphium_sandwicense","native","O",0
"Argyroxiphium_virescens","native","O",0
"Aristolochia_littoralis","exotic","O",1
"Artabotrys_hexapetalus","exotic","O",1
"Artemisia_australis","native","O",1
"Artemisia_kauaiensis","native","O",0
"Artemisia_mauiensis","native","O",0
"Artocarpus_heterophyllus","exotic","O",1
"Atractocarpus_fitzalanii","exotic","O",1
"Atriplex_canescens","exotic","O",0
"Atriplex_lentiformis","exotic","O",0
"Atriplex_semibaccata","exotic","O",1
"Azadirachta_indica","exotic","O",1
"Banksia_integrifolia","exotic","O",0
"Barleria_cristata","exotic","O",1
"Bastardia_viscosa","exotic","O",0
"Batis_maritima","exotic","O",1
"Bauhinia_glauca","exotic","O",1
"Bauhinia_monandra","exotic","O",0
"Bidens_menziesii","native","O",0
"Bischofia_javanica","exotic","O",1
"Bixa_orellana","exotic","O",1
"Bobea_brevipes","native","O",1
"Bobea_gaudichaudii","native","O",1
"Bobea_sandwicensis","native","O",1
"Bobea_timonioides","native","O",1
"Bocconia_frutescens","exotic","O",0
"Boehmeria_grandis","native","O",1
"Boehmeria_nivea","exotic","O",0
"Bonamia_menziesii","native","O",1
"Brexia_madagascariensis","exotic","O",1
"Breynia_disticha","exotic","O",0
"Brighamia_insignis","native","O",0
"Brighamia_rockii","native","O",0
"Broussaisia_arguta","native","O",1
"Broussonetia_papyrifera","exotic","O",1
"Brugmansia_×candida","exotic","O",1
"Bruguiera_sexangula","exotic","O",1
"Buddleja_asiatica","exotic","O",1
"Buddleja_davidii","exotic","O",0
"Buddleja_madagascariensis","exotic","O",0
"Caesalpinia_bonduc","native","O",1
"Caesalpinia_crista","exotic","O",1
"Caesalpinia_decapetala","exotic","O",1
"Caesalpinia_globulorum","exotic","O",1
"Caesalpinia_kauaiensis","native","O",1
"Cajanus_cajan","exotic","O",1
"Calliandra_houstoniana","exotic","O",0
"Calliandra_surinamensis","exotic","O",0
"Calophyllum_inophyllum","exotic","O",1
"Calopogonium_galactioides","exotic","O",0
"Calotropis_gigantea","exotic","O",0
"Calotropis_procera","exotic","O",0
"Camellia_sinensis","exotic","O",0
"Capparidastrum_mollicellum","exotic","O",1
"Capparis_mariana","native","O",1
"Carica_papaya","exotic","O",1
"Carissa_macrocarpa","exotic","O",1
"Caryota_mitis","exotic","O",1
"Cascabela_thevetia","exotic","O",1
"Cassia_javanica","exotic","O",0
"Casuarina_cunninghamiana","exotic","O",0
"Casuarina_equisetifolia","exotic","O",1
"Casuarina_glauca","exotic","O",1
"Catalpa_longissima","exotic","O",1
"Catha_edulis","exotic","O",1
"Cecropia_obtusifolia","exotic","O",1
"Cedrela_odorata","exotic","O",0
"Cereus_uruguayanus","exotic","O",0
"Cestrum_aurantiacum","exotic","O",1
"Cestrum_diurnum","exotic","O",1
"Cestrum_nocturnum","exotic","O",1
"Chamaecrista_nictitans","exotic","O",1
"Charpentiera_densiflora","native","O",0
"Charpentiera_elliptica","native","O",0
"Charpentiera_obovata","native","O",1
"Charpentiera_ovata","native","O",1
"Charpentiera_tomentosa","native","O",1
"Cheirodendron_dominii","native","O",0
"Cheirodendron_fauriei","native","O",0
"Cheirodendron_forbesii","native","O",0
"Cheirodendron_platyphyllum","native","O",1
"Cheirodendron_trigynum","native","O",1
"Chenopodium_oahuense","native","O",1
"Chromolaena_odorata","exotic","O",1
"Chrysobalanus_icaco","exotic","O",1
"Chrysophyllum_oliviforme","exotic","O",1
"Cinchona_pubescens","exotic","O",0
"Cinnamomum_burmanni","exotic","O",1
"Cinnamomum_camphora","exotic","O",1
"Cinnamomum_verum","exotic","O",1
"Cissus_alata","exotic","O",0
"Cissus_nodosa","exotic","O",1
"Cissus_rotundifolia","exotic","O",1
"Cissus_verticillata","exotic","O",1
"Citharexylum_caudatum","exotic","O",1
"Citharexylum_spinosum","exotic","O",1
"Claoxylon_sandwicense","native","O",1
"Clermontia_arborescens","native","O",0
"Clermontia_calophylla","native","O",0
"Clermontia_clermontioides","native","O",0
"Clermontia_drepanomorpha","native","O",0
"Clermontia_fauriei","native","O",1
"Clermontia_grandiflora","native","O",0
"Clermontia_hawaiiensis","native","O",0
"Clermontia_kakeana","native","O",1
"Clermontia_kohalae","native","O",0
"Clermontia_lindseyana","native","O",0
"Clermontia_micrantha","native","O",0
"Clermontia_montis-loa","native","O",0
"Clermontia_multiflora","native","O",1
"Clermontia_oblongifolia","native","O",1
"Clermontia_pallida","native","O",0
"Clermontia_parviflora","native","O",0
"Clermontia_peleana","native","O",0
"Clermontia_persicifolia","native","O",1
"Clermontia_pyrularia","native","O",0
"Clermontia_samuelii","native","O",0
"Clermontia_tuberculata","native","O",0
"Clermontia_waimeae","native","O",0
"Clerodendrum_buchananii","exotic","O",0
"Clerodendrum_chinense","exotic","O",1
"Clerodendrum_macrostegium","exotic","O",1
"Clethra_lanata","exotic","O",0
"Clidemia_hirta","exotic","O",1
"Clitoria_heterophylla","exotic","O",0
"Clusia_rosea","exotic","O",1
"Coccoloba_uvifera","exotic","O",1
"Coccothrinax_barbadensis","exotic","O",1
"Cocos_nucifera","exotic","O",1
"Coffea_arabica","exotic","O",1
"Coffea_liberica","exotic","O",1
"Colubrina_asiatica","native","O",1
"Colubrina_oppositifolia","native","O",1
"Conocarpus_erectus","exotic","O",1
"Coprosma_cymosa","native","O",0
"Coprosma_elliptica","native","O",0
"Coprosma_ernodeoides","native","O",0
"Coprosma_foliosa","native","O",1
"Coprosma_kauensis","native","O",0
"Coprosma_longifolia","native","O",1
"Coprosma_menziesii","native","O",0
"Coprosma_montana","native","O",0
"Coprosma_ochracea","native","O",1
"Coprosma_pubens","native","O",0
"Coprosma_rhynchocarpa","native","O",0
"Coprosma_ternata","native","O",0
"Coprosma_waimeae","native","O",0
"Cordia_alliodora","exotic","O",1
"Cordia_dichotoma","exotic","O",1
"Cordia_lutea","exotic","O",0
"Cordia_subcordata","native","O",1
"Cordyline_fruticosa","exotic","O",1
"Cornus_kousa","exotic","O",0
"Corymbia_calophylla","exotic","O",1
"Corymbia_citriodora","exotic","O",1
"Corymbia_ficifolia","exotic","O",1
"Corymbia_gummifera","exotic","O",1
"Corynocarpus_laevigatus","exotic","O",1
"Costus_dubius","exotic","O",1
"Costus_pulverulentus","exotic","O",1
"Costus_scaber","exotic","O",0
"Costus_woodsonii","exotic","O",1
"Cotoneaster_pannosus","exotic","O",0
"Crassula_ovata","exotic","O",0
"Crotalaria_berteroana","exotic","O",1
"Crotalaria_longirostrata","exotic","O",1
"Crotalaria_micans","exotic","O",1
"Croton_guatemalensis","exotic","O",0
"Cryptocarya_mannii","native","O",1
"Cryptostegia_grandiflora","exotic","O",1
"Cryptostegia_madagascariensis","exotic","O",1
"Cupaniopsis_anacardioides","exotic","O",1
"Cuphea_hyssopifolia","exotic","O",1
"Cuphea_ignea","exotic","O",0
"Cyanea_aculeatiflora","native","O",0
"Cyanea_angustifolia","native","O",1
"Cyanea_arborea","native","O",0
"Cyanea_asarifolia","native","O",0
"Cyanea_asplenifolia","native","O",0
"Cyanea_calycina","native","O",1
"Cyanea_comata","native","O",0
"Cyanea_copelandii","native","O",0
"Cyanea_coriacea","native","O",0
"Cyanea_cylindrocalyx","native","O",0
"Cyanea_dolichopoda","native","O",0
"Cyanea_dunbariae","native","O",0
"Cyanea_duvalliorum","native","O",0
"Cyanea_eleeleensis","native","O",0
"Cyanea_elliptica","native","O",0
"Cyanea_fissa","native","O",0
"Cyanea_floribunda","native","O",0
"Cyanea_giffardii","native","O",0
"Cyanea_glabra","native","O",0
"Cyanea_grimesiana","native","O",1
"Cyanea_habenata","native","O",0
"Cyanea_hamatiflora","native","O",0
"Cyanea_hardyi","native","O",0
"Cyanea_hirtella","native","O",0
"Cyanea_horrida","native","O",0
"Cyanea_humboldtiana","native","O",1
"Cyanea_kahiliensis","native","O",0
"Cyanea_kolekoleensis","native","O",0
"Cyanea_koolauensis","native","O",1
"Cyanea_kuhihewa","native","O",0
"Cyanea_lanceolata","native","O",1
"Cyanea_leptostegia","native","O",0
"Cyanea_linearifolia","native","O",0
"Cyanea_lobata","native","O",0
"Cyanea_longiflora","native","O",1
"Cyanea_longissima","native","O",0
"Cyanea_macrostegia","native","O",1
"Cyanea_magnicalyx","native","O",0
"Cyanea_mannii","native","O",0
"Cyanea_maritae","native","O",0
"Cyanea_marksii","native","O",0
"Cyanea_mauiensis","native","O",0
"Cyanea_mceldowneyi","native","O",0
"Cyanea_membranacea","native","O",1
"Cyanea_minutiflora","native","O",0
"Cyanea_munroi","native","O",0
"Cyanea_obtusa","native","O",0
"Cyanea_parvifolia","native","O",0
"Cyanea_pilosa","native","O",0
"Cyanea_pinnatifida","native","O",1
"Cyanea_platyphylla","native","O",0
"Cyanea_pohaku","native","O",0
"Cyanea_procera","native","O",0
"Cyanea_profuga","native","O",0
"Cyanea_pseudofauriei","native","O",0
"Cyanea_purpurellifolia","native","O",1
"Cyanea_pycnocarpa","native","O",0
"Cyanea_quercifolia","native","O",0
"Cyanea_recta","native","O",0
"Cyanea_remyi","native","O",0
"Cyanea_rivularis","native","O",0
"Cyanea_salicina","native","O",0
"Cyanea_scabra","native","O",0
"Cyanea_sessilifolia","native","O",1
"Cyanea_shipmanii","native","O",0
"Cyanea_solanacea","native","O",0
"Cyanea_solenocalyx","native","O",0
"Cyanea_spathulata","native","O",0
"Cyanea_stictophylla","native","O",0
"Cyanea_superba","native","O",1
"Cyanea_tritomantha","native","O",0
"Cyanea_truncata","native","O",1
"Cyanea_undulata","native","O",0
"Cyrtandra_biserrata","native","O",0
"Cyrtandra_calpidicarpa","native","O",1
"Cyrtandra_confertiflora","native","O",0
"Cyrtandra_cordifolia","native","O",1
"Cyrtandra_crenata","native","O",1
"Cyrtandra_cyaneoides","native","O",0
"Cyrtandra_dentata","native","O",1
"Cyrtandra_ferripilosa","native","O",0
"Cyrtandra_filipes","native","O",0
"Cyrtandra_garnotiana","native","O",1
"Cyrtandra_giffardii","native","O",0
"Cyrtandra_gracilis","native","O",1
"Cyrtandra_grandiflora","native","O",1
"Cyrtandra_grayana","native","O",0
"Cyrtandra_grayi","native","O",0
"Cyrtandra_halawensis","native","O",0
"Cyrtandra_hashimotoi","native","O",0
"Cyrtandra_hawaiensis","native","O",1
"Cyrtandra_heinrichii","native","O",0
"Cyrtandra_hematos","native","O",0
"Cyrtandra_kalihii","native","O",1
"Cyrtandra_kamoolaensis","native","O",0
"Cyrtandra_kauaiensis","native","O",0
"Cyrtandra_kaulantha","native","O",1
"Cyrtandra_kealiae","native","O",0
"Cyrtandra_kohalae","native","O",0
"Cyrtandra_laxiflora","native","O",1
"Cyrtandra_lessoniana","native","O",1
"Cyrtandra_longifolia","native","O",0
"Cyrtandra_lydgatei","native","O",0
"Cyrtandra_lysiosepala","native","O",0
"Cyrtandra_macraei","native","O",1
"Cyrtandra_macrocalyx","native","O",0
"Cyrtandra_menziesii","native","O",0
"Cyrtandra_munroi","native","O",0
"Cyrtandra_nanawaleensis","native","O",0
"Cyrtandra_oenobarba","native","O",0
"Cyrtandra_olona","native","O",0
"Cyrtandra_oxybapha","native","O",0
"Cyrtandra_paliku","native","O",0
"Cyrtandra_paludosa","native","O",1
"Cyrtandra_pickeringii","native","O",0
"Cyrtandra_platyphylla","native","O",0
"Cyrtandra_polyantha","native","O",1
"Cyrtandra_procera","native","O",0
"Cyrtandra_propinqua","native","O",1
"Cyrtandra_pruinosa","native","O",1
"Cyrtandra_rivularis","native","O",1
"Cyrtandra_sandwicensis","native","O",1
"Cyrtandra_sessilis","native","O",1
"Cyrtandra_spathulata","native","O",0
"Cyrtandra_subumbellata","native","O",1
"Cyrtandra_tintinnabula","native","O",0
"Cyrtandra_viridiflora","native","O",1
"Cyrtandra_wagneri","native","O",0
"Cyrtandra_waianaeensis","native","O",1
"Cyrtandra_waiolani","native","O",1
"Cyrtandra_wawrae","native","O",0
"Cytisus_proliferus","exotic","O",0
"Cytisus_scoparius","exotic","O",0
"Delissea_argutidentata","native","O",0
"Delissea_fallax","native","O",0
"Delissea_fauriei","native","O",0
"Delissea_kauaiensis","native","O",0
"Delissea_laciniata","native","O",1
"Delissea_lanaiensis","native","O",0
"Delissea_lauliiana","native","O",1
"Delissea_niihauensis","native","O",0
"Delissea_parviflora","native","O",0
"Delissea_rhytidosperma","native","O",0
"Delissea_sinuata","native","O",1
"Delissea_subcordata","native","O",1
"Delissea_takeuchii","native","O",1
"Delissea_undulata","native","O",0
"Delissea_waianaeensis","native","O",1
"Desmodium_barbatum","exotic","O",0
"Desmodium_cajanifolium","exotic","O",0
"Desmodium_incanum","exotic","O",1
"Desmodium_sandwicense","exotic","O",1
"Dillenia_suffruticosa","exotic","O",1
"Dioclea_wilsonii","exotic","O",0
"Diospyros_hillebrandii","native","O",1
"Diospyros_sandwicensis","native","O",1
"Dodonaea_viscosa","native","O",1
"Dolichandra_unguis-cati","exotic","O",1
"Dovyalis_hebecarpa","exotic","O",0
"Dracaena_aurea","native","O",0
"Dracaena_fernaldii","native","O",0
"Dracaena_forbesii","native","O",1
"Dracaena_halaapepe","native","O",1
"Dracaena_konaensis","native","O",0
"Dracaena_rockii","native","O",0
